,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
151,Something Good Can Work - The Twelves Remix,Tourist History Remixes,Two Door Cinema Club,2011,251266,37,0.66,0.00689,0.66,0.916,0.461,0.0913,-6.387,0.0368,119.949,4
152,Undercover Martyn - Whatever Whatever Remix,Tourist History Remixes,Two Door Cinema Club,2011,511093,10,0.777,1.23e-05,0.777,0.908,0.144,0.0684,-4.885,0.0535,122.997,4
153,What You Know - Cassian Remix,Tourist History Remixes,Two Door Cinema Club,2011,298586,14,0.677,0.0259,0.677,0.883,0.0316,0.0581,-4.113,0.0451,125.005,4
154,Undercover Martyn - Jupiter Remix,Tourist History Remixes,Two Door Cinema Club,2011,224840,10,0.859,0.149,0.859,0.498,0.0,0.148,-5.231,0.431,130.021,4
155,Cigarettes in the Theatre,Tourist History (Deluxe Edition),Two Door Cinema Club,2010-10-18,213533,35,0.459,8.33e-05,0.459,0.883,0.185,0.163,-5.141,0.24,168.953,4
156,Come Back Home,Tourist History (Deluxe Edition),Two Door Cinema Club,2010-10-18,202853,32,0.602,0.00119,0.602,0.877,0.0201,0.582,-5.12,0.056,124.928,4
157,Do You Want It All ?,Tourist History (Deluxe Edition),Two Door Cinema Club,2010-10-18,208213,32,0.516,0.00159,0.516,0.818,0.000466,0.0824,-5.014,0.0652,153.92,1
158,This Is the Life,Tourist History (Deluxe Edition),Two Door Cinema Club,2010-10-18,209773,33,0.463,6.28e-05,0.463,0.788,0.0131,0.0945,-5.227,0.1,136.056,4
159,Something Good Can Work,Tourist History (Deluxe Edition),Two Door Cinema Club,2010-10-18,162906,34,0.646,0.00574,0.646,0.836,0.00112,0.191,-5.101,0.0334,119.961,4
160,I Can Talk,Tourist History (Deluxe Edition),Two Door Cinema Club,2010-10-18,175906,34,0.472,3.22e-05,0.472,0.749,0.0974,0.271,-4.864,0.197,162.945,4
161,Undercover Martyn,Tourist History (Deluxe Edition),Two Door Cinema Club,2010-10-18,166573,35,0.444,0.000238,0.444,0.871,8.61e-06,0.103,-4.901,0.117,159.864,4
162,What You Know,Tourist History (Deluxe Edition),Two Door Cinema Club,2010-10-18,189693,35,0.549,0.000662,0.549,0.756,6.57e-06,0.092,-4.013,0.0406,139.048,4
163,"Eat That Up, It's Good For You",Tourist History (Deluxe Edition),Two Door Cinema Club,2010-10-18,223906,33,0.514,0.00249,0.514,0.872,0.00385,0.36,-5.144,0.054,154.892,4
164,You Are Not Stubborn,Tourist History (Deluxe Edition),Two Door Cinema Club,2010-10-18,190573,30,0.611,3.89e-05,0.611,0.889,6.51e-06,0.37,-4.231,0.0559,131.999,4
165,Kids,Tourist History (Deluxe Edition),Two Door Cinema Club,2010-10-18,183720,35,0.542,0.000966,0.542,0.907,0.000358,0.324,-3.348,0.0464,136.11,4
166,Undercover Martyn - Whatever / Whatever Remix,Tourist History (Deluxe Edition),Two Door Cinema Club,2010-10-18,507120,26,0.776,1.17e-05,0.776,0.917,0.148,0.0884,-4.652,0.0531,122.999,4
167,I Can Talk - French Horn Rebellion Remix,Tourist History (Deluxe Edition),Two Door Cinema Club,2010-10-18,262666,22,0.691,0.00645,0.691,0.749,0.621,0.0476,-5.502,0.0564,128.494,4
168,Come Back Home - Is Tropical Chilla Black Edit,Tourist History (Deluxe Edition),Two Door Cinema Club,2010-10-18,261933,22,0.488,6.52e-06,0.488,0.901,0.886,0.544,-3.355,0.0291,125.019,4
169,Undercover Martyn - Jupiter Remix,Tourist History (Deluxe Edition),Two Door Cinema Club,2010-10-18,223053,22,0.864,0.15,0.864,0.495,0.0,0.118,-4.978,0.435,130.025,4
170,I Can Talk - Moulinex Remix,Tourist History (Deluxe Edition),Two Door Cinema Club,2010-10-18,302800,22,0.787,0.00723,0.787,0.86,0.173,0.0912,-5.773,0.0499,123.955,4
171,What You Know - Cassian Remix,Tourist History (Deluxe Edition),Two Door Cinema Club,2010-10-18,294320,23,0.676,0.025,0.676,0.891,0.0238,0.0288,-3.905,0.0443,125.014,4
172,Come Back Home - Myd Remix,Tourist History (Deluxe Edition),Two Door Cinema Club,2010-10-18,306853,21,0.76,0.0151,0.76,0.752,1.46e-06,0.0778,-5.235,0.19,132.065,4
173,Something Good Can Work - Ted & Francis Remix - Deluxe Ed. Version,Tourist History (Deluxe Edition),Two Door Cinema Club,2010-10-18,204133,27,0.673,0.00369,0.673,0.838,0.00376,0.567,-4.887,0.0575,119.889,4
174,Undercover Martyn - Softwar Remix,Tourist History (Deluxe Edition),Two Door Cinema Club,2010-10-18,397960,21,0.715,0.165,0.715,0.759,0.137,0.118,-5.956,0.039,120.997,4
175,Something Good Can Work - The Twelves Remix,Tourist History (Deluxe Edition),Two Door Cinema Club,2010-10-18,249386,36,0.654,0.00769,0.654,0.915,0.527,0.0539,-6.0,0.0371,119.952,4
176,Cigarettes in the Theatre,Tourist History (Special Edition),Two Door Cinema Club,2010-10-18,214373,2,0.449,9.22e-05,0.449,0.879,0.177,0.113,-5.114,0.254,169.012,4
177,Come Back Home,Tourist History (Special Edition),Two Door Cinema Club,2010-10-18,204080,0,0.603,0.00124,0.603,0.879,0.0184,0.409,-5.184,0.0563,124.915,4
178,Do You Want It All?,Tourist History (Special Edition),Two Door Cinema Club,2010-10-18,209400,0,0.526,0.00196,0.526,0.805,0.000429,0.0584,-4.975,0.0609,153.968,1
179,This is The Life,Tourist History (Special Edition),Two Door Cinema Club,2010-10-18,210760,1,0.458,5.68e-05,0.458,0.812,0.0161,0.0877,-5.211,0.122,136.008,4
180,Something Good Can Work,Tourist History (Special Edition),Two Door Cinema Club,2010-10-18,164200,2,0.65,0.00526,0.65,0.823,0.000662,0.171,-5.049,0.0346,119.922,4
181,I Can Talk,Tourist History (Special Edition),Two Door Cinema Club,2010-10-18,177026,1,0.469,2.89e-05,0.469,0.786,0.249,0.202,-4.85,0.247,162.977,4
182,Undercover Martyn,Tourist History (Special Edition),Two Door Cinema Club,2010-10-18,168120,3,0.454,0.000245,0.454,0.874,8.45e-06,0.083,-4.864,0.118,159.82,4
183,What You Know,Tourist History (Special Edition),Two Door Cinema Club,2010-10-18,191413,4,0.557,0.000807,0.557,0.735,1.6e-05,0.0739,-4.005,0.0418,139.015,4
184,"Eat That Up, It's Good For You",Tourist History (Special Edition),Two Door Cinema Club,2010-10-18,225453,2,0.493,0.00224,0.493,0.879,0.00402,0.366,-5.169,0.0509,154.912,4
185,You're Not Stubborn,Tourist History (Special Edition),Two Door Cinema Club,2010-10-18,192213,2,0.608,3.99e-05,0.608,0.886,6.13e-06,0.325,-4.226,0.0568,131.982,4
186,Kids,Tourist History (Special Edition),Two Door Cinema Club,2010-10-18,184373,1,0.547,0.00108,0.547,0.903,0.000314,0.324,-3.354,0.0482,136.092,4
187,Undercover Martyn - Whatever / Whatever Remix,Tourist History (Special Edition),Two Door Cinema Club,2010-10-18,509120,0,0.777,1.18e-05,0.777,0.912,0.138,0.111,-4.66,0.0536,123.001,4
188,I Can Talk - French Horn Rebellion,Tourist History (Special Edition),Two Door Cinema Club,2010-10-18,264986,0,0.699,0.00499,0.699,0.757,0.626,0.0597,-5.475,0.0595,128.476,4
189,Come Back Home - Is Tropical Chilla Black Edit,Tourist History (Special Edition),Two Door Cinema Club,2010-10-18,263720,0,0.492,8.18e-06,0.492,0.904,0.906,0.427,-3.35,0.029,125.02,4
190,Undercover Martyn - Jupiter Remix,Tourist History (Special Edition),Two Door Cinema Club,2010-10-18,224573,0,0.861,0.138,0.861,0.492,0.0,0.129,-5.009,0.435,130.011,4
191,I Can Talk - Moulinex Remix,Tourist History (Special Edition),Two Door Cinema Club,2010-10-18,303680,0,0.785,0.00729,0.785,0.862,0.279,0.0885,-5.766,0.0497,123.963,4
192,What You Know - Cassian Remix,Tourist History (Special Edition),Two Door Cinema Club,2010-10-18,296600,0,0.678,0.0245,0.678,0.883,0.0304,0.0474,-3.908,0.0452,124.998,4
193,Come Back Home - Myd Remix,Tourist History (Special Edition),Two Door Cinema Club,2010-10-18,308453,0,0.76,0.0129,0.76,0.765,2.18e-06,0.0813,-5.221,0.203,132.053,4
194,Something Good Can Work - Ted & Francis Remix,Tourist History (Special Edition),Two Door Cinema Club,2010-10-18,204880,0,0.686,0.00348,0.686,0.839,0.00324,0.475,-4.86,0.0493,119.95,4
195,Undercover Martyn - Softwar Remix,Tourist History (Special Edition),Two Door Cinema Club,2010-10-18,401333,0,0.708,0.166,0.708,0.763,0.122,0.0939,-5.944,0.0399,121.015,4
196,Something Good Can Work - The Twelves Remix,Tourist History (Special Edition),Two Door Cinema Club,2010-10-18,248760,0,0.658,0.0091,0.658,0.919,0.419,0.052,-6.006,0.0362,119.932,4
197,Cigarettes in the Theatre,Tourist History,Two Door Cinema Club,2010-04-27,214293,39,0.452,9.17e-05,0.452,0.882,0.156,0.115,-5.154,0.24,168.994,4
198,Come Back Home,Tourist History,Two Door Cinema Club,2010-04-27,203933,34,0.605,0.00138,0.605,0.871,0.0134,0.524,-5.131,0.0553,124.93,4
199,Undercover Martyn,Tourist History,Two Door Cinema Club,2010-04-27,167773,57,0.447,0.000253,0.447,0.862,7.19e-06,0.0719,-4.898,0.124,159.864,4
200,Do You Want It All?,Tourist History,Two Door Cinema Club,2010-04-27,209386,35,0.522,0.00162,0.522,0.8,0.000341,0.0709,-4.974,0.0615,153.913,1
201,This Is the Life,Tourist History,Two Door Cinema Club,2010-04-27,210733,39,0.451,6.87e-05,0.451,0.788,0.0282,0.0882,-5.211,0.111,135.986,4
202,Something Good Can Work,Tourist History,Two Door Cinema Club,2010-04-27,164186,52,0.647,0.00528,0.647,0.829,0.000571,0.173,-5.025,0.0347,119.91,4
203,I Can Talk,Tourist History,Two Door Cinema Club,2010-04-27,177400,46,0.472,2.77e-05,0.472,0.757,0.156,0.196,-4.85,0.214,162.942,4
204,What You Know,Tourist History,Two Door Cinema Club,2010-04-27,191426,64,0.549,0.000741,0.549,0.755,6.06e-06,0.0786,-3.991,0.0403,139.034,4
205,"Eat That Up, It's Good for You",Tourist History,Two Door Cinema Club,2010-04-27,225426,38,0.506,0.00213,0.506,0.877,0.00634,0.343,-5.145,0.0529,154.896,4
206,You're Not Stubborn,Tourist History,Two Door Cinema Club,2010-04-27,190560,32,0.61,3.41e-05,0.61,0.887,4.45e-06,0.337,-4.251,0.0542,131.98,4
207,Isolation,Isolation,Two Door Cinema Club,2020-05-15,171904,38,0.362,0.00956,0.362,0.465,0.0,0.264,-14.576,0.0595,125.634,4
208,Satellite - Derrick Carter Bassline Edition,False Alarm (Remixed),Two Door Cinema Club,2019-09-06,515600,11,0.707,7.51e-05,0.707,0.821,0.505,0.0534,-8.151,0.0674,126.982,4
209,So Many People - High Contrast Remix,False Alarm (Remixed),Two Door Cinema Club,2019-09-06,315117,21,0.509,0.0189,0.509,0.953,0.28,0.275,-3.129,0.0883,173.99,4
210,Talk - Ruf Dug Manctalo Dub,False Alarm (Remixed),Two Door Cinema Club,2019-09-06,289969,7,0.708,4.98e-05,0.708,0.847,0.908,0.0919,-6.554,0.0528,122.995,4
211,Talk - Ruf Dug Manctalo Vocal,False Alarm (Remixed),Two Door Cinema Club,2019-09-06,293791,7,0.723,5.28e-05,0.723,0.734,0.754,0.0794,-7.193,0.0547,123.0,4
212,Satellite - Derrick Carter Bassline edition,False Alarm - Remixed,Two Door Cinema Club,2019-09-06,515600,11,0.707,7.47e-05,0.707,0.819,0.509,0.0535,-8.16,0.0678,126.985,4
213,So Many People - High Contrast Remix,False Alarm - Remixed,Two Door Cinema Club,2019-09-06,315117,23,0.511,0.0222,0.511,0.955,0.29,0.277,-3.14,0.0928,173.98,4
214,Talk - Ruf Dug Manctalo Dub,False Alarm - Remixed,Two Door Cinema Club,2019-09-06,289969,9,0.709,4.97e-05,0.709,0.848,0.908,0.0917,-6.556,0.0529,122.996,4
215,Talk - Ruf Dug Manctalo Vocal,False Alarm - Remixed,Two Door Cinema Club,2019-09-06,293791,9,0.723,5.3e-05,0.723,0.735,0.766,0.0793,-7.197,0.0548,123.003,4
216,Once - Single Edit,Once,Two Door Cinema Club,2019-08-15,208673,33,0.645,0.00308,0.645,0.874,0.00068,0.116,-5.572,0.0411,110.01,4
217,Once - Single Edit,Once (Single Edit),Two Door Cinema Club,2019-08-15,208673,33,0.647,0.00316,0.647,0.87,0.000586,0.116,-5.565,0.0411,110.014,4
218,Dirty Air,Dirty Air,Two Door Cinema Club,2019-05-22,243828,28,0.606,0.00419,0.606,0.944,0.00085,0.104,-4.934,0.0378,138.022,4
219,Satellite - Single Edit,Dirty Air,Two Door Cinema Club,2019-05-22,201335,18,0.74,0.00347,0.74,0.698,0.0357,0.226,-6.559,0.0386,127.988,4
220,Talk - Single Edit,Dirty Air,Two Door Cinema Club,2019-05-22,216503,15,0.741,0.00855,0.741,0.806,0.000193,0.141,-5.729,0.0696,122.973,4
221,Satellite - Single Edit,Satellite,Two Door Cinema Club,2019-04-26,201335,7,0.74,0.00356,0.74,0.693,0.044,0.226,-6.561,0.0387,127.995,4
222,Talk - Single Edit,Satellite,Two Door Cinema Club,2019-04-26,216503,6,0.742,0.00854,0.742,0.802,0.000167,0.141,-5.726,0.0697,122.968,4
223,Talk - Single Edit,Talk,Two Door Cinema Club,2019-03-20,216503,11,0.743,0.00877,0.743,0.803,0.000163,0.141,-5.723,0.0709,122.966,4
224,Talk - Single Edit,Talk (Single Edit),Two Door Cinema Club,2019-03-19,216503,33,0.741,0.00855,0.741,0.806,0.000193,0.141,-5.729,0.0696,122.973,4
225,Cigarettes In The Theatre - Original Demo,Four Words To Stand On,Two Door Cinema Club,2018-03-23,158640,24,0.229,0.00465,0.229,0.869,0.00218,0.103,-3.756,0.231,169.08,4
226,Do You Want It All? - Original Demo,Four Words To Stand On,Two Door Cinema Club,2018-03-23,206640,20,0.381,0.0346,0.381,0.754,6.62e-05,0.139,-3.705,0.0699,153.884,1
227,New Houses,Four Words To Stand On,Two Door Cinema Club,2018-03-23,199160,39,0.406,0.0325,0.406,0.864,1.28e-05,0.121,-4.37,0.0421,144.91,4
228,Undercover Martyn - Original Demo,Four Words To Stand On,Two Door Cinema Club,2018-03-23,174226,25,0.436,0.0552,0.436,0.814,8.23e-05,0.488,-5.448,0.304,159.888,4
229,Standing On Ghosts,Four Words To Stand On,Two Door Cinema Club,2018-03-23,211480,36,0.456,0.00738,0.456,0.875,0.00297,0.34,-4.41,0.113,144.056,4
230,Lavender,Lavender,Two Door Cinema Club,2017-02-24,235893,26,0.833,0.0572,0.833,0.455,0.00095,0.0491,-6.026,0.0699,96.025,4
231,Bad Decisions - Devo Remix,Bad Decisions (Devo Remix),Two Door Cinema Club,2017-02-17,241538,16,0.652,0.00192,0.652,0.731,0.436,0.295,-9.896,0.0365,111.992,4
232,Ordinary - Radio Edit,Ordinary (Radio Edit),Two Door Cinema Club,2016-11-25,234857,25,0.725,0.0704,0.725,0.687,0.000972,0.113,-6.379,0.0294,122.005,4
233,Bad Decisions - Radio Edit,Bad Decisions (Radio Edit),Two Door Cinema Club,2016-10-28,232930,53,0.652,0.0653,0.652,0.722,0.0211,0.259,-7.554,0.0325,105.972,4
234,Bad Decisions - Purple Disco Machine Remix,Bad Decisions (Remixes),Two Door Cinema Club,2016-10-28,464997,41,0.791,0.0122,0.791,0.697,0.0457,0.0929,-6.745,0.0467,118.007,4
235,Bad Decisions - Yuksek Remix,Bad Decisions (Remixes),Two Door Cinema Club,2016-10-28,258339,19,0.867,0.112,0.867,0.702,0.0567,0.351,-5.687,0.0949,115.977,4
236,Bad Decisions - Real Lies Remix,Bad Decisions (Remixes),Two Door Cinema Club,2016-10-28,269259,6,0.601,0.0318,0.601,0.932,0.81,0.191,-7.628,0.049,126.656,4
237,Bad Decisions - Bee's Knees Remix,Bad Decisions (Remixes),Two Door Cinema Club,2016-10-28,220092,17,0.773,0.0233,0.773,0.588,0.00127,0.0639,-8.177,0.05,109.028,4
238,Ordinary,Ordinary,Two Door Cinema Club,2016-10-12,298933,14,0.775,0.114,0.775,0.577,0.00309,0.11,-7.638,0.0358,122.026,4
239,Bad Decisions,Bad Decisions,Two Door Cinema Club,2016-07-29,297786,42,0.63,0.0491,0.63,0.709,0.00813,0.128,-8.15,0.0351,105.992,4
240,Are We Ready? (Wreck),Are We Ready? (Wreck),Two Door Cinema Club,2016-06-14,230853,35,0.601,0.00476,0.601,0.784,0.0127,0.347,-5.622,0.0333,94.019,4
241,Changing of the Seasons - Francesco Rossi Remix,Changing of the Seasons (Francesco Rossi Remix),Two Door Cinema Club,2013-10-08,447764,12,0.689,0.000242,0.689,0.654,0.0289,0.114,-5.932,0.0608,124.97,4
242,Changing of the Seasons,Changing Of The Seasons,Two Door Cinema Club,2013-09-27,222880,55,0.542,5.21e-05,0.542,0.869,0.000222,0.115,-4.429,0.135,130.021,4
243,Crystal,Changing Of The Seasons,Two Door Cinema Club,2013-09-27,201880,20,0.155,0.257,0.155,0.307,0.592,0.105,-8.062,0.0327,80.8,3
244,Golden Veins,Changing Of The Seasons,Two Door Cinema Club,2013-09-27,255813,27,0.456,0.0129,0.456,0.877,0.0,0.148,-3.267,0.0612,120.019,4
245,Changing of the Seasons - Monsieur Adi Remix,Changing Of The Seasons,Two Door Cinema Club,2013-09-27,382973,18,0.58,0.00216,0.58,0.873,2e-06,0.0616,-5.736,0.168,123.035,4
246,Changing of the Seasons - Alternative Edit,Changing Of The Seasons (Alternative Edit),Two Door Cinema Club,2013-08-16,221913,19,0.567,8.25e-05,0.567,0.759,0.000782,0.0745,-4.057,0.0546,130.029,4
247,Handshake,Handshake,Two Door Cinema Club,2013-06-03,211097,10,0.556,8.97e-05,0.556,0.813,0.332,0.405,-5.789,0.027,130.993,4
248,Handshake - Baadman Remix,Handshake,Two Door Cinema Club,2013-06-03,290995,5,0.809,0.0289,0.809,0.697,0.00167,0.0739,-6.572,0.257,126.994,4
249,Handshake - Amtrac Remix,Handshake,Two Door Cinema Club,2013-06-03,275247,13,0.725,0.00562,0.725,0.611,0.14,0.097,-7.441,0.0407,127.979,4
250,Handshake - Ghost Loft Remix,Handshake,Two Door Cinema Club,2013-06-03,177787,4,0.802,0.0493,0.802,0.708,0.209,0.317,-7.312,0.0418,130.978,4
251,Next Year,Next Year (Remixes),Two Door Cinema Club,2013-01-01,251453,12,0.562,0.00232,0.562,0.809,0.000629,0.0732,-4.976,0.0693,127.453,4
252,Next Year - RAC Remix,Next Year (Remixes),Two Door Cinema Club,2013-01-01,286093,50,0.731,0.28,0.731,0.73,0.0,0.088,-6.728,0.0489,123.051,4
253,Next Year - Superpoze Remix,Next Year (Remixes),Two Door Cinema Club,2013-01-01,242986,11,0.664,0.00212,0.664,0.571,0.495,0.351,-7.21,0.0333,140.008,4
254,Next Year - Pyramid Remix,Next Year (Remixes),Two Door Cinema Club,2013-01-01,285133,13,0.691,0.00132,0.691,0.781,0.436,0.173,-6.042,0.0498,127.482,4
255,Next Year,Next Year,Two Door Cinema Club,2013-01-01,251480,4,0.566,0.00282,0.566,0.804,0.00105,0.071,-4.783,0.0764,127.568,4
256,Next Year - RAC Remix,Next Year,Two Door Cinema Club,2013-01-01,286125,2,0.73,0.261,0.73,0.743,0.0,0.0875,-6.512,0.0453,123.039,4
257,Next Year - Superpoze Remix,Next Year,Two Door Cinema Club,2013-01-01,243000,0,0.663,0.00265,0.663,0.584,0.502,0.355,-7.049,0.035,139.999,4
258,Next Year - Pyramid Remix,Next Year,Two Door Cinema Club,2013-01-01,285120,0,0.69,0.00146,0.69,0.775,0.469,0.166,-5.826,0.0472,127.496,4
259,Intro - Live,Spotify Sessions (Live From Spotify NYC/2013),Two Door Cinema Club,2013-01-01,72240,5,0.533,0.769,0.533,0.315,1.1e-06,0.118,-18.922,0.559,102.101,3
260,Sleep Alone - Live,Spotify Sessions (Live From Spotify NYC/2013),Two Door Cinema Club,2013-01-01,263440,16,0.446,0.361,0.446,0.452,0.0,0.135,-8.633,0.133,145.702,4
261,Undercover Martyn - Live,Spotify Sessions (Live From Spotify NYC/2013),Two Door Cinema Club,2013-01-01,229813,15,0.481,0.314,0.481,0.382,0.0,0.131,-9.934,0.0834,119.559,4
262,Next Year - Live,Spotify Sessions (Live From Spotify NYC/2013),Two Door Cinema Club,2013-01-01,269906,16,0.478,0.34,0.478,0.397,0.0,0.13,-9.132,0.0779,125.781,4
263,What You Know - Live,Spotify Sessions (Live From Spotify NYC/2013),Two Door Cinema Club,2013-01-01,199840,35,0.51,0.0299,0.51,0.473,0.0,0.671,-7.737,0.0479,137.787,4
264,Sun,Sun (Remixes),Two Door Cinema Club,2012-11-19,187720,5,0.647,0.011,0.647,0.534,0.000249,0.0982,-5.438,0.0282,96.984,4
265,Sun - Fred Falke Remix,Sun (Remixes),Two Door Cinema Club,2012-11-19,394440,5,0.677,0.00334,0.677,0.799,0.00123,0.231,-4.123,0.315,123.954,4
266,Sun - Gildas Kitsune Club Night Short Remix,Sun (Remixes),Two Door Cinema Club,2012-11-19,243893,7,0.669,0.0906,0.669,0.587,0.669,0.26,-6.774,0.031,123.973,4
267,Sun - Alex Metric Remix,Sun (Remixes),Two Door Cinema Club,2012-11-19,317908,1,0.614,0.00168,0.614,0.879,0.0109,0.147,-5.755,0.0469,115.009,4
268,Sun,Sun,Two Door Cinema Club,2012-11-19,187720,12,0.647,0.0109,0.647,0.533,0.000274,0.1,-5.464,0.0281,96.981,4
269,Sun - Fred Falke Remix,Sun,Two Door Cinema Club,2012-11-19,394440,10,0.677,0.00332,0.677,0.796,0.00125,0.232,-4.12,0.303,123.965,4
270,Sun - Gildas Kitsune Club Night Short Remix,Sun,Two Door Cinema Club,2012-11-19,243893,18,0.669,0.0862,0.669,0.593,0.65,0.311,-6.775,0.0313,123.97,4
271,Sun - Alex Metric Remix,Sun,Two Door Cinema Club,2012-11-19,317908,11,0.614,0.00166,0.614,0.88,0.0107,0.147,-5.753,0.0472,115.006,4
272,Sleep Alone,Sleep Alone,Two Door Cinema Club,2012-09-03,236440,12,0.519,0.000111,0.519,0.76,0.00253,0.0923,-5.006,0.0412,148.05,4
273,Start Again,Sleep Alone,Two Door Cinema Club,2012-09-03,255813,15,0.409,0.000899,0.409,0.849,5.58e-05,0.352,-4.454,0.078,133.942,4
274,Sleep Alone - Beni Remix,Sleep Alone,Two Door Cinema Club,2012-09-03,328685,3,0.803,0.000236,0.803,0.798,0.808,0.0375,-6.708,0.0536,129.0,4
275,Sleep Alone - Matt Bishop Remix,Sleep Alone,Two Door Cinema Club,2012-09-03,319193,4,0.597,0.00739,0.597,0.804,0.00215,0.224,-6.77,0.0536,130.965,4
276,Something Good Can Work - RAC Remix,Something Good Can Work (Remixes),Two Door Cinema Club,2011-05-09,223190,32,0.575,0.213,0.575,0.904,0.00175,0.123,-4.424,0.0408,119.815,3
277,Something Good Can Work - Housse De Racket Remix,Something Good Can Work (Remixes),Two Door Cinema Club,2011-05-09,285594,4,0.654,0.000889,0.654,0.693,0.198,0.584,-5.857,0.0366,119.889,4
278,Something Good Can Work - Mitzi Remix,Something Good Can Work (Remixes),Two Door Cinema Club,2011-05-09,316004,5,0.722,0.0051,0.722,0.793,0.654,0.0643,-6.256,0.0547,122.968,4
279,Something Good Can Work - Jungle Fiction Remix,Something Good Can Work (Remixes),Two Door Cinema Club,2011-05-09,227964,5,0.431,0.000722,0.431,0.915,0.00637,0.162,-3.76,0.119,120.036,4
280,Come Back Home,Come Back Home,Two Door Cinema Club,2010-07-12,204080,9,0.602,0.0011,0.602,0.886,0.0227,0.381,-5.193,0.055,124.915,4
281,Come Back Home - Myd Remix,Come Back Home,Two Door Cinema Club,2010-07-12,306502,2,0.527,0.0128,0.527,0.754,1.06e-06,0.0816,-5.236,0.267,132.001,4
282,Come Back Home - Keith & Supabeatz Remix,Come Back Home,Two Door Cinema Club,2010-07-12,330067,3,0.548,0.0225,0.548,0.891,0.443,0.619,-4.731,0.434,127.994,4
283,Come Back Home - Live at the FM4 Birthday Festival,Come Back Home,Two Door Cinema Club,2010-07-12,207155,3,0.569,0.337,0.569,0.935,0.000265,0.879,-3.785,0.0525,124.985,4
284,Something Good Can Work,Something Good Can Work,Two Door Cinema Club,2010-05-03,164200,18,0.644,0.00539,0.644,0.838,0.000752,0.172,-5.09,0.0335,119.925,4
285,Something Good Can Work - The Twelves remix,Something Good Can Work,Two Door Cinema Club,2010-05-03,249280,3,0.662,0.00789,0.662,0.904,0.413,0.0525,-6.055,0.0359,119.936,4
286,Something Good Can Work - Crookers dirrrrrty mix,Something Good Can Work,Two Door Cinema Club,2010-05-03,270551,0,0.792,0.0173,0.792,0.754,0.00141,0.0816,-6.429,0.195,128.05,4
287,Something Good Can Work - Beataucue remix,Something Good Can Work,Two Door Cinema Club,2010-05-03,203586,1,0.68,0.00379,0.68,0.832,0.00371,0.512,-4.826,0.0485,119.921,4
288,Something Good Can Work - Ted & Francis remix,Something Good Can Work,Two Door Cinema Club,2010-05-03,332460,0,0.795,0.00411,0.795,0.544,0.246,0.124,-4.844,0.0739,125.997,4
289,Something Good Can Work - Blamma! Blamma! remix,Something Good Can Work,Two Door Cinema Club,2010-05-03,466111,0,0.514,0.0169,0.514,0.966,0.749,0.3,-3.895,0.0326,126.978,4
290,Undercover Martyn,Undercover Martyn,Two Door Cinema Club,2010-02-22,168120,15,0.458,0.00027,0.458,0.872,1.22e-05,0.0904,-4.867,0.121,159.819,4
291,Undercover Martyn - Passion Pit Remix,Undercover Martyn,Two Door Cinema Club,2010-02-22,240786,12,0.585,0.0016,0.585,0.933,2.53e-05,0.0611,-4.425,0.0647,159.953,4
292,Undercover Martyn - Jupiter Remix,Undercover Martyn,Two Door Cinema Club,2010-02-22,222773,4,0.863,0.153,0.863,0.499,0.0,0.11,-4.962,0.436,130.001,4
293,Undercover Martyn - Softwar Remix,Undercover Martyn,Two Door Cinema Club,2010-02-22,397413,3,0.706,0.165,0.706,0.761,0.127,0.117,-5.928,0.0402,121.007,4
294,Undercover Martyn - Whatever / Whatever Remix,Undercover Martyn,Two Door Cinema Club,2010-02-22,506906,2,0.778,1.13e-05,0.778,0.916,0.154,0.079,-4.672,0.0535,122.996,4
295,Undercover Martyn - Telonius Remix,Undercover Martyn,Two Door Cinema Club,2010-02-22,304920,3,0.851,0.0217,0.851,0.92,0.766,0.037,-3.878,0.0698,126.976,4
296,I Can Talk,I Can Talk,Two Door Cinema Club,2009-11-23,177520,17,0.475,3.01e-05,0.475,0.771,0.253,0.26,-4.842,0.293,163.067,4
297,Costume Party,I Can Talk,Two Door Cinema Club,2009-11-23,207466,30,0.614,0.0354,0.614,0.863,0.000676,0.08,-3.222,0.0283,142.997,4
298,I Can Talk,Kitsuné: I Can Talk Remixes - EP,Two Door Cinema Club,2009,177470,16,0.472,2.95e-05,0.472,0.742,0.148,0.176,-4.874,0.202,162.96,4
299,I Can Talk - French Horn Rebellion Remix,Kitsuné: I Can Talk Remixes - EP,Two Door Cinema Club,2009,262238,9,0.696,0.00483,0.696,0.766,0.597,0.0444,-5.453,0.0596,128.492,4
300,I Can Talk - Crystal Fighters Remix,Kitsuné: I Can Talk Remixes - EP,Two Door Cinema Club,2009,238870,8,0.395,0.0588,0.395,0.852,0.012,0.111,-5.079,0.0418,129.965,4
301,I Can Talk - Moulinex Remix,Kitsuné: I Can Talk Remixes - EP,Two Door Cinema Club,2009,305083,12,0.778,0.00668,0.778,0.858,0.185,0.0834,-5.756,0.0493,123.956,4
302,I Can Talk - Golden Bug Remix,Kitsuné: I Can Talk Remixes - EP,Two Door Cinema Club,2009,359923,6,0.812,0.175,0.812,0.87,0.592,0.0464,-8.525,0.0668,119.986,4
