,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
156,"Run, Run, Run - Edit",Run Run Run,Phoenix,2004-07-02,211093,7,0.621,0.014,0.621,0.869,0.00886,0.0526,-4.195,0.166,175.964,4
157,Run Run Run - SBN Session,Run Run Run,Phoenix,2004-07-02,143653,4,0.642,0.862,0.642,0.284,0.000257,0.125,-9.705,0.0363,90.807,4
158,Love for Granted - Acoustic Mix,Run Run Run,Phoenix,2004-07-02,229933,5,0.404,0.797,0.404,0.235,0.0165,0.112,-13.259,0.0296,66.661,4
159,If I Ever Feel Better,If I Ever Feel Better,Phoenix,2000,222826,42,0.775,0.083,0.775,0.51,0.00163,0.108,-9.53,0.147,119.707,4
160,If I Ever Feel Better (I'd Go to the Disco),If I Ever Feel Better,Phoenix,2000,369466,25,0.71,0.000259,0.71,0.725,0.85,0.0428,-6.394,0.113,128.867,4
161,On Fire - Nash Kato Version,If I Ever Feel Better,Phoenix,2000,125306,6,0.467,0.41,0.467,0.471,0.00013,0.0892,-10.077,0.0384,134.022,4
162,Too Young,Too Young,Phoenix,2000,197973,19,0.622,0.0625,0.622,0.75,0.000133,0.127,-6.367,0.0445,141.324,4
163,Too Young - Zoot Woman Remix,Too Young,Phoenix,2000,233773,10,0.705,0.0194,0.705,0.784,0.000228,0.206,-5.732,0.0333,139.839,4
164,Too Young - Le Knight Club Remix,Too Young,Phoenix,2000,297493,18,0.664,0.00568,0.664,0.849,0.744,0.214,-7.107,0.0526,129.631,4
165,Heatwave,Heatwave,Phoenix,1999,259560,37,0.666,0.000335,0.666,0.836,0.842,0.109,-7.002,0.0398,129.238,4
166,I Love You - Remix by Cruz Esteban,Heatwave,Phoenix,1999,408173,10,0.895,0.217,0.895,0.859,0.898,0.0575,-8.81,0.123,119.207,4
167,Heatwave - Edit,Heatwave,Phoenix,1999,196826,29,0.672,0.000266,0.672,0.868,0.895,0.13,-7.004,0.0388,129.279,4
